GeneSymbol	ROSMAP_PFC_FPKM_CpDxLow_AD_NCI_ProbeID	ROSMAP_PFC_FPKM_CpDxLow_AD_NCI_logFC	ROSMAP_PFC_FPKM_CpDxLow_AD_NCI_adj.P.Val	MayoEGWAS_eQTL_TCX_AD_SNP	MayoEGWAS_eQTL_TCX_AD_Probe	MayoEGWAS_eQTL_TCX_AD_Beta	MayoEGWAS_eQTL_TCX_AD_Pvalue	IGAP_1_SNP	IGAP_1_Beta	IGAP_1_Pvalue
MNT	ENSG00000070444	-0.231700946521245	0.00650885410552696	rs12451892	ILMN_1792910	0.03218	0.08309	rs13341542	-0.0702	0.0002756
MOAP1	ENSG00000165943	-0.437356449143349	0.00151168146537574	rs1263428	ILMN_1804988	-0.04969	0.006089	rs10498633	-0.1044	1.467e-07
MOB3B	ENSG00000120162	0.192775693485736	0.00514451810045713	NA	NA	NA	NA	rs10967772	0.0638	0.00036
MOB3C	ENSG00000142961	0.252661206689882	0.000688586093470228	NA	NA	NA	NA	rs112841283	-0.0719	0.0004483
MOCS3	ENSG00000124217	-0.282107645763272	0.00343386887424282	rs2840218	ILMN_1766652	0.1338	0.0207	rs142848510	0.2639	4.66e-05
MON1B	ENSG00000103111	-0.109143106507208	0.00409489874768536	rs3743753	ILMN_1771651	0.04563	0.1365	rs7499012	0.0691	0.0004735
MORC1	ENSG00000114487	0.161370210105928	0.00913855970685302	NA	NA	NA	NA	rs142342117	0.2533	0.002694
MORC4	ENSG00000133131	0.191312217328897	0.00592502311102294	NA	NA	NA	NA	NA	NA	NA
MORN1	ENSG00000116151	-0.40546781209784	2.59999334729133e-05	rs7545940	ILMN_1655161	-0.2081	0.0001633	rs80107522	0.0792	0.0001943
MORN3	ENSG00000139714	-0.385905245826714	0.00828066450110211	NA	NA	NA	NA	rs1975615	0.0733	0.0002665
MOV10L1	ENSG00000073146	-0.346519975637221	0.000670818292438356	NA	NA	NA	NA	rs35710431	0.2195	0.0003258
MOXD1	ENSG00000079931	-0.448002999449165	0.000308316824559721	rs3734744	ILMN_1687501	0.18	0.001094	rs11967822	-0.0897	0.0008868
MPC2	ENSG00000143158	-0.234255652513432	0.0017292876584844	NA	NA	NA	NA	rs203798	0.0862	0.001017
MPI	ENSG00000178802	-0.191715094099147	0.00742579445723188	rs6495126	ILMN_1761262	-0.1315	8.693e-05	rs2304721	-0.0956	0.004116
MPND	ENSG00000008382	-0.291046177838837	0.000406793583476053	rs4807578	ILMN_2193214	0.07676	0.03939	rs12982061	-0.1029	0.0001444
MPO	ENSG00000005381	-0.494403458617827	0.000134391687653218	rs2257205	ILMN_1705183	-0.1888	0.06061	rs8078026	0.0577	0.002328
MPPED1	ENSG00000186732	-0.422035190149261	0.0023988923583722	rs5759313	ILMN_1809385	0.1104	0.08577	rs9607868	-0.0592	0.0004178
MPV17	ENSG00000115204	-0.156984843320184	0.00462050116348686	rs13399758	ILMN_1691090	-0.03535	0.08325	rs3795958	-0.0596	0.002825
MPV17L	ENSG00000156968	-0.402477261369526	0.00132559298901868	rs153002	ILMN_1654722	0.02038	0.387	rs9928979	0.0551	0.007643
MPV17L2	ENSG00000254858	-0.322263615454379	1.95289464191137e-07	NA	NA	NA	NA	rs10408290	0.0729	2.006e-05
MRAS	ENSG00000158186	0.335341043840719	1.90102281845567e-06	rs12972	ILMN_1748881	-0.1492	0.04262	rs9852998	0.0549	0.001383
MRFAP1	ENSG00000179010	-0.211920444684273	0.00538524149409476	rs3822262	ILMN_2055165	0.02241	0.05398	rs6848864	0.0937	0.0002154
MRGPRF	ENSG00000172935	0.505450164315767	2.45446773910117e-06	rs896978	ILMN_2075603	-0.2397	0.002474	rs12421128	0.1807	3.684e-05
MRI1	ENSG00000037757	-0.277386239320794	0.00437957002129246	NA	NA	NA	NA	rs74963241	0.1293	0.003404
MROH1	ENSG00000179832	-0.341316469943509	0.00201392501631622	NA	NA	NA	NA	rs117137177	0.1374	0.0001555
MROH3P	ENSG00000233217	-0.0708922143359718	0.00489938719682037	NA	NA	NA	NA	rs2297912	-0.0802	3.133e-05
MROH7	ENSG00000184313	-0.431563296845595	2.03313371668348e-05	NA	NA	NA	NA	rs1288625	0.0655	0.0008043
MRPL1	ENSG00000169288	-0.185205263574263	0.00391378276379971	rs4859877	ILMN_2076658	0.04904	0.006712	rs6852075	-0.0597	0.0003385
MRPL11	ENSG00000174547	-0.189485625778289	0.00504795582617038	rs2279861	ILMN_2316540	0.02725	0.3583	rs57478329	0.4108	6.721e-05
MRPL12	ENSG00000262814	-0.329141447771415	0.000157237766554965	rs6565612	ILMN_1699603	0.02987	0.1578	rs12602143	0.636	1.354e-05
MRPL2	ENSG00000112651	-0.325596647670864	5.26257840603103e-05	rs4714652	ILMN_1763264	-0.09819	0.01569	rs4714579	0.0583	0.0004961
MRPL20	ENSG00000242485	-0.176575039319593	0.00398556108891289	rs819980	ILMN_2189424	-0.03239	0.6738	rs80107522	0.0792	0.0001943
MRPL28	ENSG00000086504	-0.241142297374743	0.000464265430003476	rs3916990	ILMN_1694950	-0.07918	0.008705	rs62030834	-0.0675	8.826e-05
MRPL3	ENSG00000114686	-0.29401353657558	0.00678246764897658	NA	NA	NA	NA	rs77064115	-0.2247	0.003098
MRPL37	ENSG00000116221	-0.251843651670096	0.00236513142617416	rs10888838	ILMN_2041327	0.03847	0.0378	rs1288625	0.0655	0.0008043
MRPL37P1	ENSG00000266946	-0.412183405840756	0.0063450117978705	NA	NA	NA	NA	rs34928562	-0.0927	0.001132
MRPL4	ENSG00000105364	-0.257756817761388	0.000796934460631288	rs1799969	ILMN_1681230	-0.1289	0.0482	rs140696191	0.1451	0.0002312
MRPL52	ENSG00000172590	-0.205237185483758	0.00190078197326706	rs3811188	ILMN_2311041	-0.09381	0.0001107	rs118155582	-0.1926	0.0005586
MRPL53	ENSG00000204822	-0.250694454445227	0.00159082234031484	rs1063588	ILMN_1813682	-0.08634	0.005499	rs10185030	-0.1663	0.005525
MRPL55	ENSG00000162910	-0.349307187302569	0.000501511841963853	rs3820624	ILMN_1813817	-0.1667	0.05501	rs16849237	0.1852	3.403e-05
MRPL57	ENSG00000173141	-0.29243469847069	8.91345788706944e-05	NA	NA	NA	NA	rs7327331	-0.0649	0.0003859
MRPL58	ENSG00000167862	-0.161270294578909	0.00625871764227565	NA	NA	NA	NA	rs410384	-0.0577	0.003292
MRPS10	ENSG00000048544	-0.191025960265711	0.00338513264249907	rs628634	ILMN_1663664	0.02831	0.06183	rs4714579	0.0583	0.0004961
MRPS11	ENSG00000181991	-0.161872250780586	0.00943171945838065	rs10520678	ILMN_1722905	-0.02434	0.107	rs72757489	-0.3642	1.684e-05
MRPS12	ENSG00000128626	-0.269434334136567	0.000820747853086798	rs10410544	ILMN_2371964	0.04754	0.007823	rs79063875	0.0735	0.0001134
MRPS16	ENSG00000182180	-0.242788383301391	0.000968610084769737	rs12258130	ILMN_1775744	0.09929	0.005961	rs12253621	0.0953	0.0002533
MRPS18A	ENSG00000096080	-0.238330333846537	0.0004173386559263	rs9394963	ILMN_1730391	-0.04685	0.03524	rs6938623	-0.0812	0.001354
MRPS22	ENSG00000175110	-0.255518205793859	0.00440612117555217	rs9814754	ILMN_1655377	-0.03795	0.01165	rs140635531	0.1417	0.0003612
MRPS25	ENSG00000131368	-0.167631814819173	0.00334328859007396	NA	NA	NA	NA	rs62243579	0.1937	0.0002079
MRPS26	ENSG00000125901	-0.260081218657923	0.00032370139157253	rs877172	ILMN_1676026	-0.05436	0.04853	rs1178036	-0.1762	0.0002794
MRPS27	ENSG00000113048	-0.255615211856141	0.00138394161111236	rs11956209	ILMN_2138435	0.05705	0.01179	rs114529015	-0.1776	0.0001093
MRPS30	ENSG00000112996	-0.316769715466206	0.00206138055577595	rs6885754	ILMN_1726743	0.04665	0.3259	rs114422851	-0.2919	0.001235
MRPS6	ENSG00000243927	0.234428310743852	0.00286742720135247	rs9976404	ILMN_1723874	-0.0459	0.0007545	rs12482339	0.3652	1.614e-05
MRPS9	ENSG00000135972	-0.217877089047255	0.00180014663503138	rs6749140	ILMN_1813207	-0.1626	1.572e-07	rs4640402	-0.054	0.0006962
MRTO4	ENSG00000053372	-0.294579499160938	0.000181187337383712	rs214338	ILMN_1689800	0.02548	0.2608	rs9117	-0.0961	0.0006061
MS4A14	ENSG00000166928	0.524298726356338	0.00106214503210204	rs4939346	ILMN_2382500	0.2547	5.318e-05	rs72924659	-0.1413	5.354e-13
MS4A8	ENSG00000166959	-0.423134964107587	0.00867067457807742	NA	NA	NA	NA	rs72924659	-0.1413	5.354e-13
MSANTD1	ENSG00000188981	-0.431971800088114	5.57977110120896e-05	NA	NA	NA	NA	rs1406674	0.0513	0.001242
MSH2	ENSG00000095002	-0.301242809483587	0.00312744958109938	rs10495944	ILMN_2203453	0.09549	0.0004801	rs6715234	0.2027	8.822e-06
MSH3	ENSG00000113318	-0.215675308569802	0.000249468042373651	rs249633	ILMN_2077130	-0.05325	0.02341	rs428986	0.0507	0.00118
MSLNL	ENSG00000162006	-0.550269695397928	0.000900666432885347	NA	NA	NA	NA	rs62030834	-0.0675	8.826e-05
MSR1	ENSG00000038945	0.470531287260383	0.00902438026161274	rs4831803	ILMN_1694400	0.1745	0.0222	rs72607352	0.1311	0.0006727
MSRB3	ENSG00000174099	0.246655705347591	2.49214735578804e-05	rs10506528	ILMN_2332553	-0.1447	0.01374	rs17101291	0.2513	0.001147
MSTO1	ENSG00000125459	-0.331809837374153	7.13453074952794e-05	NA	NA	NA	NA	rs12035356	0.2604	0.00156
MT-ND5	ENSG00000198786	0.372473505434344	0.00356619162559272	NA	NA	NA	NA	NA	NA	NA
MT1E	ENSG00000169715	0.382758341179496	0.00205574834217415	rs12444489	ILMN_2173611	-0.04851	0.01007	rs41280888	0.3301	0.0008373
MT1F	ENSG00000198417	0.687914640874023	2.66517942205981e-05	rs7202364	ILMN_1718766	-0.07341	0.04634	rs41280888	0.3301	0.0008373
MT1H	ENSG00000205358	0.704211266745325	0.00721516205806906	rs12444489	ILMN_2124802	-0.2466	0.08482	rs41280888	0.3301	0.0008373
MT1JP	ENSG00000255986	0.799867126974459	0.00133001077944793	NA	NA	NA	NA	rs41280888	0.3301	0.0008373
MT1L	ENSG00000260549	0.50724633632985	0.00139889293050027	NA	NA	NA	NA	rs41280888	0.3301	0.0008373
MTCH1	ENSG00000137409	-0.302632735454197	0.00033974291310084	rs831486	ILMN_1703006	0.018	0.01504	rs9470378	0.0975	0.0006003
MTCL1	ENSG00000168502	-0.303675509192596	0.00185416131955146	NA	NA	NA	NA	rs8096036	0.0718	7.36e-06
MTFMT	ENSG00000103707	-0.213142878237536	0.00787850941579829	rs7168200	ILMN_2175831	-0.08216	0.009649	rs149720917	0.3357	1.965e-06
MTHFD1	ENSG00000100714	-0.245692913033935	0.000166986137757053	rs3742609	ILMN_1785324	0.1004	0.003341	rs1271558	0.0578	0.0004165
MTHFR	ENSG00000177000	-0.266667590034649	0.00241410412957624	rs1476413	ILMN_1734830	0.1319	3.467e-11	rs11569869	-0.3127	0.0001305
MTHFSD	ENSG00000103248	-0.207457588033889	0.00128424511348398	rs8043893	ILMN_1797046	-0.1314	6.849e-05	rs75714645	0.2472	0.0002419
MTMR10	ENSG00000166912	0.300892729747292	0.000174505283657844	NA	NA	NA	NA	rs1816161	-0.0498	0.001858
MTMR7	ENSG00000003987	-0.419187209836104	0.00457069183298815	rs12676388	ILMN_1787658	-0.08088	0.02137	rs72607352	0.1311	0.0006727
MTPAP	ENSG00000107951	-0.231357448006153	0.00142686560927794	NA	NA	NA	NA	rs76584743	-0.1741	0.0005999
MTR	ENSG00000116984	-0.334291234942776	0.000147928455067006	rs6428966	ILMN_1670801	-0.1067	0.003855	rs72767412	-0.0919	0.0001556
MTSS1L	ENSG00000132613	0.264276515855407	0.00146365838217741	NA	NA	NA	NA	rs12597717	0.0732	9.852e-06
MTUS2	ENSG00000132938	-0.506372608427826	0.000600904418113922	NA	NA	NA	NA	rs1218788	0.0858	5.836e-05
MUC1	ENSG00000185499	0.582101276900586	6.96932349327652e-07	rs3814316	ILMN_2371911	0.2022	0.0003097	rs12035356	0.2604	0.00156
MVD	ENSG00000167508	-0.234353330366446	0.0044264751500138	rs881633	ILMN_1657550	0.08032	0.002202	16:89631717	0.4619	1.514e-05
MXD3	ENSG00000213347	-0.24412942956776	0.008530039107814	rs13159114	ILMN_1711904	0.1016	0.02347	rs335472	0.1523	2.815e-05
MXI1	ENSG00000119950	0.304520909805917	1.02376453158735e-06	rs963059	ILMN_1794074	-0.05067	0.01779	rs145045006	0.138	0.002648
MYADM	ENSG00000179820	-0.254684972059947	0.00798263960641459	rs3745405	ILMN_2308849	-0.03433	0.02242	rs8102625	-0.0824	0.0003907
MYADML2	ENSG00000185105	-0.368318351109643	0.00455690478349677	NA	NA	NA	NA	rs55997369	-0.2296	0.01258
MYBBP1A	ENSG00000132382	-0.262106779634852	0.00476900027239302	NA	NA	NA	NA	rs8078173	0.1279	2.871e-06
MYCBPAP	ENSG00000136449	-0.384538543686478	0.000223262417768366	rs1460213	ILMN_1668649	0.06609	0.07597	rs141073699	0.2027	0.001461
MYDGF	ENSG00000074842	-0.2911402209233	0.000163515225822176	NA	NA	NA	NA	rs12982061	-0.1029	0.0001444
MYH10	ENSG00000133026	-0.321453878468967	3.46312555079625e-05	rs12150003	ILMN_1815154	-0.01844	0.1649	rs2036171	-0.0531	0.001306
MYL3	ENSG00000160808	0.274503690212808	0.00399348290800882	NA	NA	NA	NA	rs9815478	-0.1005	0.001486
MYL4	ENSG00000198336	0.462380984723175	0.00469127827720721	NA	NA	NA	NA	rs9896800	-0.078	1.919e-05
MYL7	ENSG00000106631	-0.650491511560292	1.43066276360405e-07	NA	NA	NA	NA	rs78400273	0.1148	0.001885
MYLK3	ENSG00000140795	-0.61249120610091	1.80086892603167e-05	NA	NA	NA	NA	rs142078611	0.2514	0.0006737
MYO15A	ENSG00000091536	-0.31848458948942	0.0049847902639565	rs1563371	ILMN_1756734	0.1907	0.005562	rs147747231	-0.4878	0.0006004
MYO16	ENSG00000041515	-0.284535898576303	0.00195928291680367	rs4238264	ILMN_1801889	0.1293	0.01144	rs9520713	-0.0778	2.138e-05
MYO1E	ENSG00000157483	0.359992205079614	1.15677019840104e-05	rs2899647	ILMN_1754943	0.2176	0.01574	rs596379	-0.0653	8.901e-05
MYO5C	ENSG00000128833	-0.334492020795836	0.000678931474615725	rs8028033	ILMN_1808789	-0.1043	0.000818	rs11070906	-0.0798	0.0004231
MYOG	ENSG00000122180	-0.442713912403328	0.00213136341889806	NA	NA	NA	NA	rs525357	0.0868	0.0005097
MYOT	ENSG00000120729	0.804389980631809	1.73648841135838e-09	rs847821	ILMN_1656395	-0.1047	0.0901	rs11956240	-0.0573	0.0003994
MYOZ2	ENSG00000172399	-0.326280968850904	0.00878480468087054	NA	NA	NA	NA	rs80192401	0.1771	0.001456
MYPOP	ENSG00000176182	-0.25335326658249	0.0049915562915873	NA	NA	NA	NA	rs12972156	1.1399	0
MYRF	ENSG00000124920	0.284477215715726	0.00521773867935099	NA	NA	NA	NA	rs2727273	-0.0546	0.0007077
MZT2A	ENSG00000173272	-0.397291037467186	0.00387229066386239	NA	NA	NA	NA	rs6749843	-0.0444	0.0101
N4BP3	ENSG00000145911	-0.307727029490609	0.00381041089677715	rs6873523	ILMN_1678531	-0.1327	0.007445	rs143223647	-0.1505	6.019e-05
NAA10	ENSG00000102030	-0.158984135943093	0.00029604649079989	NA	NA	NA	NA	NA	NA	NA
NAA20	ENSG00000173418	-0.289660859044601	0.00171705526561782	NA	NA	NA	NA	rs16981473	0.1686	0.001431
NAF1	ENSG00000145414	-0.336734132413586	0.000575687509924904	NA	NA	NA	NA	rs62333243	0.2312	0.001734
NAGPA	ENSG00000103174	-0.288996752998925	0.000425594265902128	rs1468734	ILMN_1675266	0.07965	0.02215	rs13335830	0.082	0.0005245
NALCN	ENSG00000102452	-0.281430571995468	0.000670818292438356	rs12428115	ILMN_1736317	-0.1028	0.02633	rs11619798	0.0602	0.001772
NAP1L1P2	ENSG00000229163	-0.408945871737583	0.00326320593619601	NA	NA	NA	NA	NA	NA	NA
NAP1L2	ENSG00000186462	-0.422056936796823	0.00193052190850847	NA	NA	NA	NA	NA	NA	NA
NAP1L5	ENSG00000177432	-0.602763781540559	0.000175274585453375	rs3017895	ILMN_1773307	0.1618	0.002897	rs114658556	0.1697	0.0004843
NAPA	ENSG00000105402	-0.327730752434396	0.000225724111487989	NA	NA	NA	NA	rs2547238	0.0905	7.167e-05
NAPB	ENSG00000125814	-0.428494044068052	0.00361630559466434	rs761845	ILMN_2181125	-0.162	6.341e-06	rs34449811	0.1174	0.00056
NARS	ENSG00000134440	-0.245304197994973	0.00640241972553416	rs6566885	ILMN_1732216	-0.03935	0.01817	rs1598786	-0.0547	0.001916
NAT10	ENSG00000135372	-0.153092834317296	0.00270660464692103	rs2957497	ILMN_1705594	0.03772	0.05268	rs508370	-0.0573	0.0004248
NAT16	ENSG00000167011	-0.662897069238159	5.29829014347929e-07	NA	NA	NA	NA	rs7780766	-0.1555	3.908e-05
NAT6	ENSG00000243477	-0.335409472883879	0.00594060484902175	rs7617915	ILMN_1765001	0.1878	0.0259	rs60184902	-0.1291	0.003772
NAT8L	ENSG00000185818	-0.249917869433834	0.00276362545710911	NA	NA	NA	NA	rs139166969	-0.1456	0.00248
NBL1	ENSG00000158747	-0.221145647094303	0.00467883134495147	rs1320978	ILMN_1789599	0.07103	0.0005105	rs9117	-0.0961	0.0006061
NCALD	ENSG00000104490	-0.59033164188958	0.000122970941227862	rs1269713	ILMN_1788538	-0.1018	0.007951	rs3105438	-0.1118	7.073e-05
NCAPH2	ENSG00000025770	-0.192328784582104	0.00721870993752006	rs3213445	ILMN_1736005	-0.383	4.135e-05	rs35710431	0.2195	0.0003258
NCBP1	ENSG00000136937	-0.17156893158091	0.00338495397253969	rs3176757	ILMN_1777528	-0.05032	0.02292	rs78893982	0.1749	0.0002618
NCF4	ENSG00000100365	0.409811834870132	0.00246554926668557	rs1883112	ILMN_2335704	0.1508	0.008944	rs2267340	-0.0574	0.001448
NCMAP	ENSG00000184454	0.26217824370776	0.00460870372564461	NA	NA	NA	NA	rs11582184	-0.0551	0.001389
NCR3LG1	ENSG00000188211	-0.5521219969359	0.000280600094272388	NA	NA	NA	NA	rs111300412	-0.3261	0.0008322
NDE1	ENSG00000072864	0.291225847654594	0.000138729139187065	rs6498573	ILMN_1739805	-0.08901	0.02774	rs9928979	0.0551	0.007643
NDEL1	ENSG00000166579	-0.294834032630831	0.00825671892943964	rs12936935	ILMN_2397199	-0.0694	0.005487	rs2036171	-0.0531	0.001306
NDFIP1	ENSG00000131507	-0.395158528730101	0.000518647658423403	rs2908528	ILMN_1751452	-0.02888	0.0266	rs3866876	0.0673	2.338e-05
NDN	ENSG00000182636	-0.345028991245479	0.00226021174785447	rs7497973	ILMN_1692058	0.03018	0.008404	rs61995389	-0.0882	0.0004361
NDRG4	ENSG00000103034	-0.367443765445445	0.00283210110914966	rs37060	ILMN_2305225	-0.03486	0.0006525	rs80124781	0.302	9.093e-05
NDST3	ENSG00000164100	-0.36403460434586	0.00550253683522122	rs11098422	ILMN_1801769	-0.1259	0.03816	rs72685160	-0.2397	0.0007468
NDUFA1	ENSG00000125356	-0.169193714424712	0.00883085989556589	NA	NA	NA	NA	NA	NA	NA
NDUFA10	ENSG00000130414	-0.230940703951852	2.83376787599964e-05	rs4149541	ILMN_2225698	0.0839	0.001208	rs12712299	0.0779	0.0006851
NDUFA11	ENSG00000174886	-0.26244773034444	0.00074445133521884	rs1678849	ILMN_2175712	0.09127	0.009543	rs2159089	0.0849	0.0003703
NDUFA13	ENSG00000186010	-0.196713936564407	0.00198672171737747	NA	NA	NA	NA	rs10408290	0.0729	2.006e-05
NDUFA2	ENSG00000131495	-0.175259718703923	0.00505305237652999	NA	NA	NA	NA	rs2878896	0.0833	9.219e-08
NDUFA5P6	ENSG00000256310	-0.824405204115923	0.000775037731793033	NA	NA	NA	NA	rs10847131	0.0716	2.775e-05
NDUFA6	ENSG00000184983	-0.190199953905128	0.0020309611095875	NA	NA	NA	NA	rs9611520	0.0657	0.0001406
NDUFA9	ENSG00000139180	-0.23829392121372	0.00158183116024614	rs10849112	ILMN_1760741	-0.06574	0.004075	rs7977127	-0.0917	0.0009528
NDUFAB1	ENSG00000004779	-0.317213729822487	0.00233200286877107	rs7199641	ILMN_2179018	0.03151	0.2522	rs11864316	-0.1054	0.0002375
NDUFAF3	ENSG00000178057	-0.249337827237381	0.000290269238615062	NA	NA	NA	NA	rs149446553	-0.4222	0.001028
NDUFB10	ENSG00000140990	-0.196504252229563	0.00686413192887862	rs2286469	ILMN_1811754	0.06166	0.002998	rs171090	-0.1511	0.001526
NDUFB11	ENSG00000147123	-0.233816400752623	0.00366463401568959	NA	NA	NA	NA	NA	NA	NA
NDUFB2	ENSG00000090266	-0.197891132030469	0.00696167431559561	rs11767611	ILMN_2117330	-0.04451	0.08688	rs150033305	0.2076	0.003007
NDUFB2-AS1	ENSG00000240889	-0.350366477940991	0.000280992928477144	NA	NA	NA	NA	rs150033305	0.2076	0.003007
NDUFB8	ENSG00000166136	-0.165874693834272	0.0024794713023794	rs2489003	ILMN_1661170	-0.01875	0.06909	rs139210790	0.3518	0.0004907
NDUFC2	ENSG00000151366	-0.270392836703441	0.00878480468087054	rs4378419	ILMN_1694274	0.04083	0.07548	rs10899584	0.0537	0.001275
NDUFS1	ENSG00000023228	-0.33547101533806	0.00371723260218113	rs3732083	ILMN_1728810	-0.04545	0.1046	rs7591030	0.1682	0.0007469
NDUFS6	ENSG00000145494	-0.289041747274474	0.000359536880748831	NA	NA	NA	NA	rs7725218	-0.0852	0.0008107
NDUFS7	ENSG00000115286	-0.258585348421692	0.0045376490946592	rs265271	ILMN_1669966	-0.106	0.03732	rs4147929	0.1348	1.701e-09
NDUFV1	ENSG00000167792	-0.267667725413435	0.000571025232939556	rs1138272	ILMN_1786718	0.06248	0.01795	rs57478329	0.4108	6.721e-05
NDUFV3	ENSG00000160194	-0.246038331808164	0.000352042753944983	rs4148974	ILMN_2387731	-0.1682	1.172e-06	rs55847576	-0.0899	0.002592
NEBL-AS1	ENSG00000231920	-0.711866180362087	0.000225724111487989	NA	NA	NA	NA	rs140509540	0.2747	0.00154
NECAB3	ENSG00000125967	-0.233636001786351	0.00474815456017781	rs3213182	ILMN_1749738	-0.06521	0.3004	rs80308467	-0.3046	0.00101
NECAP1	ENSG00000089818	-0.376246032968023	0.00512511040095917	rs4322490	ILMN_1726359	0.07411	0.07839	rs7131992	-0.0989	1.289e-05
NECAP2	ENSG00000157191	0.177966486415224	0.00139091661502319	rs3738605	ILMN_1749011	0.0634	0.01207	rs78356043	0.3166	0.0003408
NEDD8	ENSG00000129559	-0.223080832869963	0.00404961343983354	rs10583	ILMN_2058070	-0.04957	0.0004901	rs117677916	-0.2925	0.0009866
NEGR1	ENSG00000172260	-0.322823195134344	0.00250693325692356	rs4650104	ILMN_1697804	-0.1272	0.01517	rs522395	0.1045	0.0001095
NEIL2	ENSG00000154328	-0.168440413510026	0.00389641891635906	rs1390950	ILMN_1715680	0.07017	0.0001658	rs57956255	-0.2652	0.0004042
NEK10	ENSG00000163491	-0.467029967098777	0.000192273624605906	NA	NA	NA	NA	rs9863257	-0.2636	0.001378
NEK2	ENSG00000117650	-0.487612034556489	0.00451667633219652	NA	NA	NA	NA	rs61850225	0.0931	0.001057
NEK7	ENSG00000151414	0.345640153306352	0.00016958693208699	rs11588882	ILMN_1758548	-0.08599	0.002171	rs12043482	-0.0564	0.003436
NELL1	ENSG00000165973	-0.529586659420675	0.00248929860554432	rs11602745	ILMN_1745817	-0.1306	0.0149	rs2028606	-0.073	6.511e-05
NELL2	ENSG00000184613	-0.465042799299267	0.00703698788813848	rs10880717	ILMN_1725417	-0.08221	0.02328	rs11182826	0.2475	6.278e-05
NES	ENSG00000132688	0.252754450242786	0.000242934433308034	rs10908509	ILMN_1738147	-0.09667	0.02715	rs3795737	-0.1054	0.002412
NETO1	ENSG00000166342	-0.374554766900923	0.0047866280600373	rs10514054	ILMN_1684081	0.259	0.01822	rs117601169	-0.2841	0.00159
NEU1	ENSG00000204386	-0.240107002585278	0.00495834763899237	rs10498658	ILMN_1763144	0.03822	0.096	rs113155065	0.1141	8.737e-09
NEU3	ENSG00000162139	-0.428264625425618	0.00138587533621437	rs4944067	ILMN_1740524	0.0552	0.08284	rs73502466	0.142	0.001135
NEURL1	ENSG00000107954	-0.23404175964103	0.00877153392596118	NA	NA	NA	NA	rs4919512	-0.0688	0.002218
NEUROD6	ENSG00000164600	-0.593177516829446	0.000515966697959322	NA	NA	NA	NA	rs6462343	-0.0498	0.001403
NEUROG2	ENSG00000178403	-0.347132720017871	0.00160649433453617	rs879069	ILMN_1690993	-0.2762	0.001388	rs76747600	-0.1274	0.000716
NFATC2	ENSG00000101096	0.357415933203425	0.00012138203060508	NA	NA	NA	NA	rs142848510	0.2639	4.66e-05
NFATC4	ENSG00000100968	0.334553317436599	0.000745261815004998	rs751877	ILMN_1796018	-0.1212	0.001738	rs117677916	-0.2925	0.0009866
NFE2	ENSG00000123405	0.50483642542634	0.000181711711056479	rs4759348	ILMN_1711786	0.1239	0.06885	rs11171077	-0.0921	0.000122
NFIB	ENSG00000147862	0.164264769347924	0.00354486600458518	rs598296	ILMN_1778991	-0.04039	0.007784	rs10491770	0.1061	0.0002097
NFKBIA	ENSG00000100906	0.386637984641211	8.3008273981635e-07	NA	NA	NA	NA	rs28690092	-0.1108	5.113e-05
NGEF	ENSG00000066248	-0.535892717478061	0.000274739609697717	rs10211596	ILMN_1809613	-0.07235	0.09548	rs13404304	0.0661	0.0001513
NHLH2	ENSG00000177551	0.271200748006959	0.00581624719273185	rs4559501	ILMN_2208777	0.1286	0.1243	rs11558867	-0.0683	0.001194
NHLRC1	ENSG00000187566	-0.473191550632279	0.000138729139187065	rs11967123	ILMN_1796746	0.1008	0.03371	rs144675310	0.2968	0.001614
NHP2	ENSG00000145912	-0.31622001768442	6.10016395587969e-06	NA	NA	NA	NA	rs143223647	-0.1505	6.019e-05
NINJ1	ENSG00000131669	0.182850300651794	0.00402690226359753	rs4743894	ILMN_1815086	-0.06748	0.0003124	rs17542250	-0.3594	0.0005012
NIPSNAP1	ENSG00000184117	-0.369382287172429	4.20213741077203e-05	rs2857651	ILMN_1805916	0.07455	0.003441	rs11703741	-0.2618	0.0004298
NISCH	ENSG00000010322	-0.282354265915854	0.00280306141414162	rs2251219	ILMN_1735827	0.02361	0.06322	rs144915585	0.1408	0.001568
NIT1	ENSG00000158793	-0.295978088655005	4.91488873470424e-05	NA	NA	NA	NA	rs4233366	-0.0556	0.002317
NKD2	ENSG00000145506	-0.382160827676167	0.000574220709579365	rs3810854	ILMN_1731206	-0.1306	4.512e-05	rs4957047	-0.1269	0.0002458
NKIRAS1	ENSG00000197885	-0.316744418517155	0.00687650027027029	rs6550801	ILMN_1664216	0.0741	0.00208	rs77481052	0.1793	0.000615
NKPD1	ENSG00000179846	-0.386724470088318	0.000386950326454043	NA	NA	NA	NA	rs12972156	1.1399	0
NKX6-3	ENSG00000165066	-0.308486440192958	0.00937525611231207	NA	NA	NA	NA	rs6474288	0.0626	0.00103
NLE1	ENSG00000073536	-0.241947122314741	0.00424874234183755	rs7225419	ILMN_1724304	-0.1759	0.02463	rs66967287	0.0891	0.003107
NLK	ENSG00000087095	-0.290993454161767	0.0078667350277159	rs241771	ILMN_1772814	0.0255	0.1138	rs8081598	0.126	0.001079
NLRP1	ENSG00000091592	-0.393075819817909	0.000342915833835887	rs8069315	ILMN_2313079	-0.1735	0.02065	rs8078173	0.1279	2.871e-06
