# Organism: H. sapiens
# Application version: 3.5.0
# Database version: 16 October 2014 00:00:00
# Network generated on: 1 May 2017
# Author: GeneMANIA (genemania.org)
# Notes: Network weight reflects the data source relevance for predicting the function of interest
Entity 1	Entity 2	Weight	Network group	Network
APOC3	APOA4	0.07596508	Pathway	Wu-Stein-2010
CD2AP	CBLC	0.054163687	Physical interactions	BIOGRID-SMALL-SCALE-STUDIES
PTK2B	CD2AP	0.016125325	Physical interactions	BIOGRID-SMALL-SCALE-STUDIES
RELB	BCL3	0.029759467	Physical interactions	BIOGRID-SMALL-SCALE-STUDIES
APOA1	APOC1	0.20213515	Physical interactions	BIOGRID-SMALL-SCALE-STUDIES
CD226	PVR	0.25004995	Physical interactions	BIOGRID-SMALL-SCALE-STUDIES
CD226	PVRL2	0.2726927	Physical interactions	BIOGRID-SMALL-SCALE-STUDIES
HLA-DMA	HLA-DRB1	0.34004068	Physical interactions	BIOGRID-SMALL-SCALE-STUDIES
HLA-DMB	HLA-DRA	0.25662813	Physical interactions	BIOGRID-SMALL-SCALE-STUDIES
MS4A6E	MS4A4E	0.045454547	Shared protein domains	PFAM
CEACAM19	CEACAM16	0.014668504	Shared protein domains	PFAM
MS4A4A	MS4A4E	0.045454547	Shared protein domains	PFAM
MS4A4A	MS4A6E	0.045454547	Shared protein domains	PFAM
CR1	CR1L	0.024301304	Shared protein domains	PFAM
MS4A6A	MS4A4E	0.045454547	Shared protein domains	PFAM
MS4A6A	MS4A6E	0.045454547	Shared protein domains	PFAM
MS4A6A	MS4A4A	0.045454547	Shared protein domains	PFAM
MS4A2	MS4A4E	0.045454547	Shared protein domains	PFAM
MS4A2	MS4A6E	0.045454547	Shared protein domains	PFAM
MS4A2	MS4A4A	0.045454547	Shared protein domains	PFAM
MS4A2	MS4A6A	0.045454547	Shared protein domains	PFAM
PVRL2	PVR	0.015085995	Shared protein domains	PFAM
HLA-DQA1	PVR	0.007943361	Shared protein domains	PFAM
HLA-DQA1	BCAM	0.012028881	Shared protein domains	PFAM
HLA-DQA1	PVRL2	0.007866103	Shared protein domains	PFAM
CD33	PVR	0.015233742	Shared protein domains	PFAM
CD33	PVRL2	0.015085577	Shared protein domains	PFAM
CD33	HLA-DQA1	0.007943141	Shared protein domains	PFAM
CD2AP	BIN1	0.007027896	Shared protein domains	PFAM
HLA-DRB1	HLA-DQA1	0.010787085	Shared protein domains	PFAM
UTP23	FCF1	1	Shared protein domains	PFAM
APOA1	APOE	0.33333334	Shared protein domains	PFAM
CLPTM1L	CLPTM1	1	Shared protein domains	PFAM
APOC4-APOC2	APOC2	1	Shared protein domains	PFAM
CLUL1	CLU	1	Shared protein domains	PFAM
APOA5	APOE	0.33333334	Shared protein domains	PFAM
APOA5	APOA1	0.33333334	Shared protein domains	PFAM
SFSWAP	CLASRP	0.73172796	Shared protein domains	PFAM
HLA-DPB1	HLA-DQA1	0.010818172	Shared protein domains	PFAM
HLA-DPB1	HLA-DRB1	0.042248122	Shared protein domains	PFAM
APOA4	APOE	0.33333334	Shared protein domains	PFAM
APOA4	APOA1	0.33333334	Shared protein domains	PFAM
APOA4	APOA5	0.33333334	Shared protein domains	PFAM
CD226	CEACAM16	0.014668504	Shared protein domains	PFAM
CD226	CEACAM19	0.014928169	Shared protein domains	PFAM
CRTAM	PVR	0.011281963	Shared protein domains	PFAM
CRTAM	BCAM	0.02011414	Shared protein domains	PFAM
CRTAM	PVRL2	0.011172234	Shared protein domains	PFAM
CRTAM	HLA-DQA1	0.008522909	Shared protein domains	PFAM
CRTAM	CD33	0.0112816505	Shared protein domains	PFAM
C1QB	SCARA3	0.013591637	Shared protein domains	PFAM
KIDINS220	NKPD1	0.46671563	Shared protein domains	PFAM
KIDINS220	BCL3	0.0076383594	Shared protein domains	PFAM
HLA-DRA	HLA-DQA1	0.03434169	Shared protein domains	PFAM
HLA-DRA	HLA-DRB1	0.017346118	Shared protein domains	PFAM
HLA-DRA	HLA-DPB1	0.017396107	Shared protein domains	PFAM
HLA-DMA	HLA-DQA1	0.03434169	Shared protein domains	PFAM
HLA-DMA	HLA-DRB1	0.017346118	Shared protein domains	PFAM
HLA-DMA	HLA-DPB1	0.017396107	Shared protein domains	PFAM
HLA-DMA	HLA-DRA	0.055156507	Shared protein domains	PFAM
HLA-DMB	PVR	0.007454362	Shared protein domains	PFAM
HLA-DMB	BCAM	0.01128838	Shared protein domains	PFAM
HLA-DMB	PVRL2	0.013657282	Shared protein domains	PFAM
HLA-DMB	HLA-DQA1	0.015613098	Shared protein domains	PFAM
HLA-DMB	CD33	0.0074784746	Shared protein domains	PFAM
HLA-DMB	HLA-DRB1	0.027732786	Shared protein domains	PFAM
HLA-DMB	HLA-DPB1	0.027812712	Shared protein domains	PFAM
HLA-DMB	CRTAM	0.007998231	Shared protein domains	PFAM
HLA-DMB	HLA-DRA	0.011405756	Shared protein domains	PFAM
HLA-DMB	HLA-DMA	0.011405756	Shared protein domains	PFAM
HLA-DQB1	HLA-DQA1	0.017149378	Shared protein domains	PFAM
HLA-DQB1	HLA-DRB1	0.036085024	Shared protein domains	PFAM
HLA-DQB1	HLA-DPB1	0.03618902	Shared protein domains	PFAM
HLA-DQB1	HLA-DRA	0.014845831	Shared protein domains	PFAM
HLA-DQB1	HLA-DMA	0.014845831	Shared protein domains	PFAM
HLA-DQB1	HLA-DMB	0.0311858	Shared protein domains	PFAM
MS4A7	MS4A4E	0.045454547	Shared protein domains	PFAM
MS4A7	MS4A6E	0.045454547	Shared protein domains	PFAM
MS4A7	MS4A4A	0.045454547	Shared protein domains	PFAM
MS4A7	MS4A6A	0.045454547	Shared protein domains	PFAM
MS4A7	MS4A2	0.045454547	Shared protein domains	PFAM
